,loss,accuracy,val_loss,val_accuracy
0,1.7867388725280762,0.3953999876976013,1.7008925676345825,0.4814000129699707
1,1.3535656929016113,0.5274500250816345,1.0922589302062988,0.6306999921798706
2,1.1676276922225952,0.5931000113487244,1.2992290258407593,0.5843999981880188
3,1.053600788116455,0.6315500140190125,0.8172222971916199,0.713100016117096
4,0.9791401624679565,0.6599000096321106,0.9271799921989441,0.6861000061035156
5,0.9119288325309753,0.6819000244140625,0.917420506477356,0.7045000195503235
6,0.8511181473731995,0.7040749788284302,0.7173275351524353,0.7505999803543091
7,0.8104740977287292,0.7204750180244446,0.7537092566490173,0.743399977684021
8,0.7655734419822693,0.7357500195503235,0.691733717918396,0.7696999907493591
9,0.7332153916358948,0.7469000220298767,0.6537490487098694,0.7768999934196472
10,0.699191153049469,0.7590500116348267,0.63640296459198,0.7872999906539917
11,0.6771122813224792,0.7667750120162964,0.6760373115539551,0.7705000042915344
12,0.6503643989562988,0.7774500250816345,0.6386247277259827,0.7831000089645386
13,0.6227853298187256,0.7854250073432922,0.6802818775177002,0.7742999792098999
14,0.6079382300376892,0.7889000177383423,0.5183042287826538,0.8185999989509583
15,0.5910173058509827,0.7996749877929688,0.5971383452415466,0.8047000169754028
16,0.567440927028656,0.8045250177383423,0.6291132569313049,0.7878999710083008
17,0.5543811917304993,0.8111249804496765,0.4788876473903656,0.8353999853134155
18,0.5356248617172241,0.8165749907493591,0.47399643063545227,0.8392000198364258
19,0.5196670889854431,0.8219500184059143,0.5005910396575928,0.8281999826431274
20,0.5093919634819031,0.826324999332428,0.5495185256004333,0.8187000155448914
21,0.4936113655567169,0.8313500285148621,0.5002335906028748,0.8288999795913696
22,0.474976509809494,0.8354750275611877,0.41221532225608826,0.8586000204086304
23,0.47081542015075684,0.8396000266075134,0.50721275806427,0.8306000232696533
24,0.4600316286087036,0.8437749743461609,0.529782772064209,0.8188999891281128
25,0.44473686814308167,0.8480499982833862,0.45149022340774536,0.8507999777793884
26,0.44144049286842346,0.8472750186920166,0.5505318641662598,0.8237000107765198
27,0.4318758249282837,0.8533999919891357,0.42603206634521484,0.8553000092506409
28,0.41852959990501404,0.8550500273704529,0.4325197637081146,0.8518999814987183
29,0.4162861704826355,0.8556749820709229,0.44650551676750183,0.850600004196167
30,0.40225839614868164,0.8621000051498413,0.38033249974250793,0.8691999912261963
31,0.3987928032875061,0.8624250292778015,0.4399830996990204,0.8575000166893005
32,0.38282668590545654,0.8690249919891357,0.46205976605415344,0.8511999845504761
33,0.38222044706344604,0.8691750168800354,0.4008769392967224,0.8651000261306763
34,0.36764392256736755,0.8744249939918518,0.34499701857566833,0.8813999891281128
35,0.36264553666114807,0.8757500052452087,0.3779594600200653,0.8736000061035156
36,0.35729318857192993,0.8778749704360962,0.5087449550628662,0.8396999835968018
37,0.3492411971092224,0.8795750141143799,0.40144112706184387,0.8690999746322632
38,0.34749189019203186,0.8798499703407288,0.36637502908706665,0.8758999705314636
39,0.3341854214668274,0.8853999972343445,0.3732704222202301,0.8747000098228455
40,0.3365468680858612,0.884975016117096,0.38080549240112305,0.8712999820709229
41,0.32521694898605347,0.8883749842643738,0.3946332037448883,0.8669000267982483
42,0.31948161125183105,0.8892499804496765,0.43918678164482117,0.8562999963760376
43,0.31299689412117004,0.8925250172615051,0.5069347023963928,0.8373000025749207
44,0.3092367351055145,0.8931000232696533,0.38313665986061096,0.8730000257492065
45,0.30237382650375366,0.8963000178337097,0.42373812198638916,0.8557000160217285
46,0.30350548028945923,0.8959749937057495,0.3841359615325928,0.8741999864578247
47,0.28506532311439514,0.9016500115394592,0.3747202754020691,0.8727999925613403
48,0.2918268144130707,0.8992499709129333,0.3962431252002716,0.8712999820709229
49,0.28094860911369324,0.9029499888420105,0.3513585031032562,0.881600022315979
50,0.2793009579181671,0.9028000235557556,0.40311676263809204,0.8698999881744385
51,0.2773597538471222,0.9047999978065491,0.3512953221797943,0.8831999897956848
52,0.27577364444732666,0.904574990272522,0.37943553924560547,0.8776999711990356
53,0.26827508211135864,0.9084749817848206,0.3877098858356476,0.8790000081062317
54,0.2624967396259308,0.910224974155426,0.3587811291217804,0.8848000168800354
55,0.2578601837158203,0.9114500284194946,0.34085574746131897,0.8855999708175659
56,0.24929553270339966,0.9149749875068665,0.36485639214515686,0.8791000247001648
57,0.2581905126571655,0.910099983215332,0.39625436067581177,0.8748999834060669
58,0.24813367426395416,0.9155499935150146,0.3666898310184479,0.8822000026702881
59,0.24430984258651733,0.9159500002861023,0.3786742091178894,0.8813999891281128
60,0.23978456854820251,0.9167249798774719,0.4037375748157501,0.8737000226974487
61,0.24193508923053741,0.9164249897003174,0.39087921380996704,0.8744000196456909
62,0.23481982946395874,0.9174000024795532,0.3797580301761627,0.8830000162124634
63,0.2314707487821579,0.9205499887466431,0.34351426362991333,0.8916000127792358
64,0.2274472713470459,0.921875,0.3689209818840027,0.8884999752044678
65,0.2219896763563156,0.9238250255584717,0.3857593536376953,0.8794000148773193
66,0.21893715858459473,0.9258000254631042,0.3669365644454956,0.8888000249862671
67,0.21894346177577972,0.9259499907493591,0.3481631577014923,0.8898000121116638
68,0.2157120406627655,0.9258249998092651,0.3514714539051056,0.88919997215271
69,0.2113434374332428,0.9272249937057495,0.3649251461029053,0.8855000138282776
70,0.2115301787853241,0.9268500208854675,0.4074745178222656,0.8763999938964844
71,0.20655329525470734,0.9285500049591064,0.34296348690986633,0.8913999795913696
72,0.20813795924186707,0.9276750087738037,0.3447000980377197,0.8939999938011169
73,0.20274971425533295,0.9309499859809875,0.35611820220947266,0.8910999894142151
74,0.19603721797466278,0.9317499995231628,0.32003697752952576,0.9003999829292297
75,0.19460253417491913,0.9328250288963318,0.3608642518520355,0.8928999900817871
76,0.19536426663398743,0.9319499731063843,0.34890714287757874,0.8945000171661377
77,0.1902272254228592,0.9338750243186951,0.3314843773841858,0.8974000215530396
78,0.18521195650100708,0.9351000189781189,0.3491781949996948,0.8949000239372253
79,0.19029797613620758,0.9351999759674072,0.3651440441608429,0.8896999955177307
80,0.18303672969341278,0.9365500211715698,0.4048982858657837,0.8853999972343445
81,0.18319550156593323,0.9367499947547913,0.3496567904949188,0.895799994468689
82,0.18407109379768372,0.9343249797821045,0.3288772404193878,0.8988000154495239
83,0.1772749125957489,0.9378250241279602,0.3472102880477905,0.8950999975204468
84,0.17559467256069183,0.9389749765396118,0.3638056516647339,0.892799973487854
85,0.17628584802150726,0.9381999969482422,0.35124725103378296,0.8955000042915344
86,0.1735389232635498,0.9398999810218811,0.34700101613998413,0.8934000134468079
87,0.16885383427143097,0.9420999884605408,0.32033607363700867,0.9053000211715698
88,0.1702057421207428,0.9414499998092651,0.3836231231689453,0.8894000053405762
89,0.16683734953403473,0.9413250088691711,0.3936311900615692,0.883400022983551
90,0.16522745788097382,0.9425250291824341,0.37804579734802246,0.8913999795913696
91,0.16025330126285553,0.9445499777793884,0.35365626215934753,0.8955000042915344
92,0.1591918170452118,0.9454500079154968,0.3984058201313019,0.8873000144958496
93,0.16196998953819275,0.9445000290870667,0.3584675192832947,0.8963000178337097
94,0.15355557203292847,0.9462249875068665,0.3031337261199951,0.907800018787384
95,0.15457144379615784,0.9470499753952026,0.3732009530067444,0.8917999863624573
96,0.15257686376571655,0.9469749927520752,0.33619123697280884,0.9017999768257141
97,0.15216681361198425,0.947950005531311,0.3931584358215332,0.8913000226020813
98,0.14741019904613495,0.949400007724762,0.37755563855171204,0.8949000239372253
99,0.14766447246074677,0.9484999775886536,0.35517510771751404,0.9010000228881836
